,x,y,theta,delta,vel,value,d1,d2,d3,d4,d5,d6,d7,d8
5783,1.4286014478,-0.422362572,1.6394921195,3,4,-458.7762051013,0.4630071521,1.6403365135,2.502409935,1.1211588383,0.8086651564,0.6500919461,0.5054424405,0.4653819203
5784,4.3141532565,2.2112806159,0.2098810823,4,5,-833.7976707296,0.3297455907,0.3636077642,0.471682936,0.7239996195,1.5670360327,3.0596997738,0.8693289161,0.6260735989
5785,4.4142135398,4.6767001884,3.1324211432,1,2,1288.5603274428,1.8118075132,1.2483631372,1.1360479593,1.3279392719,18.7546825409,10.9417438507,8.6553144455,6.5848689079
5786,1.8007509836,-4.7317172195,-1.1695064155,2,3,-648.6414182947,9.6239042282,9.802148819,11.8293743134,18.4304008484,1.7062408924,0.9636413455,0.8194991946,0.8244493008
5787,2.2104962276,4.0812678587,-2.6334628798,3,4,1551.6604281147,0.6381765604,0.5529510379,0.580671072,0.8170425892,1.4634277821,1.2389425039,0.8730428815,0.5205165148
5788,2.2788775428,-4.8977881722,-2.6030541401,4,5,-732.6126756317,10,10,10,10,10,10,10,0.2587276101
5789,0.2767173739,-4.5567882546,0.0815583015,5,6,-312.246251849,0.9317198992,2.5968425274,1.8292582035,0.5850503445,0.5737734437,0.7101569772,1.1643663645,3.2228288651
5790,-1.236316454,-2.8579597164,1.590085616,1,2,-338.9139953914,1.1224013567,10,1.9355608225,0.3258407116,1.5869740248,8.8645467758,1.0394910574,0.8667603135
5791,3.8615135268,3.2149955494,2.2208469939,2,3,426.7553449193,10,10,10,10,0.6383032799,0.7374206781,1.3789845705,2.0929989815
5792,4.1722354098,4.6506198544,2.5296892928,3,4,940.726217852,8.6806211472,6.9218149185,1.2365231514,1.0218194723,0.9931309819,1.2797373533,10,10
5793,1.5738560803,-4.5788640011,0.2639122689,4,5,-12.8157802658,0.2332162261,0.8008540273,0.6579148769,0.640865922,0.5110922456,0.3828360438,0.394241631,0.4873362184
5794,4.2885029801,0.4733649747,-0.5084022444,1,2,-469.5857903596,0.527816236,0.5021011829,0.5618927479,0.7792360783,1.4548039436,2.8038594723,0.8628107309,0.520471096
5795,1.8480912752,3.7333817352,2.9471687215,2,3,1684.310342464,10,0.5955235362,0.3444159925,0.2752255201,0.260422796,0.3099965751,0.4707880914,2.6607403755
5796,-0.5150333074,-3.5320430603,-1.6062046514,3,4,-890.4830958842,0.3501325548,0.4259789884,0.667398572,0.738859117,0.8887156844,2.2356464863,1.8019206524,2.0357584953
5797,0.9892479782,4.1192526936,2.8274806963,4,5,1295.2564659136,3.4089164734,1.9093167782,0.8996759057,0.6689987183,0.5937620401,0.6238088608,0.7815920711,1.5242782831
5798,2.1956719307,2.5671737955,-2.4639361978,1,2,-635.347123715,0.3786250055,0.3514229953,0.4233620763,3.1008319855,1.8764390945,1.2172653675,0.8528732657,0.6636634469
5799,0.3860834044,2.2767982054,-1.8460763378,2,3,-384.4624011995,0.9882966876,1.6865288019,2.9886701107,0.4892734885,0.4508503377,2.3121759892,1.4733310938,1.0654084682
5800,0.0019798428,-3.0281846579,-2.6879441393,3,4,-733.5140541026,10,1.0368140936,0.8977105618,0.8820707202,0.5307193995,0.4941539764,0.5981519818,3.7008135319
5801,4.634912444,3.961899853,-1.2328527567,4,5,-640.726763954,10,10,10,10,16.6728191376,11.9400091171,10.5399160385,0.2493724376
5802,-0.9512907875,1.5486522706,0.0175494117,5,6,-338.4103460322,0.6120552421,0.5266629457,0.5060629249,0.5991662145,0.9639680982,3.0641422272,0.3041113019,0.6834983826
5803,4.4902584501,-4.3929456619,0.2948060511,1,2,-629.8516545323,10,10,10,1.4629036188,1.1961604357,1.2558970451,1.7837367058,10
5804,0.0044059601,4.6972335929,-2.8643762219,2,3,1177.3371349062,10,10,0.3766045868,0.3217555881,0.3078999817,0.3581395447,0.5177901983,0.2596364617
5805,2.5164926855,-4.9578001796,-2.4486370329,3,4,-905.4823773379,12.8332948685,13.2930622101,16.3681716919,26.5688152313,10,10,10,10
5806,4.7197952103,-2.9859590561,-2.6436638908,4,5,-440.1572090769,10,10,10,10,27.8181991577,12.7384119034,9.1636638641,8.1225090027
5807,4.2277277703,2.2966634811,2.3061155182,1,2,400.2908041763,10,0.711977005,0.547298491,0.5400508642,0.6574511528,1.4162572622,3.7992320061,1.0804539919
5808,3.8727919186,4.1928606751,-0.2607305533,2,3,-471.0772821173,23.5384216309,24.9122104645,10,10,10,10,10,10
5809,3.3175476978,0.5734260407,0.0291094768,3,4,-851.0990641521,0.3092262149,0.364651829,0.5564171076,1.1719104052,2.2304499149,1.1194586754,0.7019280791,0.6016548276
5810,0.9245759034,-0.2584012163,2.6522596652,4,5,-350.7590608598,0.9251933098,0.5583235025,0.4408132136,0.4354705811,0.5324018002,0.574493885,0.7546292543,0.9106413126
5811,4.5460563861,1.0774218255,-2.8756801243,1,2,-486.2542581594,0.6463074684,0.8513844609,1.5381156206,3.6661403179,0.7977738976,0.4218435884,0.3159526885,0.2988636792
5812,4.8826920109,3.2372456367,1.4297943849,2,3,-196.7743114177,10,10,10,1.0140435696,0.6155538559,0.5466482639,0.5778802633,0.7605239749
5813,4.5934945159,3.64190539,1.6339071265,3,4,334.9067182676,10,10,10,0.9172974229,0.6129858494,0.5654132366,0.5998544693,0.7944001555
5814,4.2771550513,-0.7578465501,0.0647957236,4,5,-555.4365956045,0.5372325182,0.6444147825,1.0232380629,2.950848341,1.4955592155,0.6326776743,0.4462684393,0.2565039098
5815,1.8762808931,-4.9189561966,2.2249528564,5,6,-354.6542677861,0.9028173685,0.8900617361,10,10,10,9.0796632767,5.8311276436,4.8302602768
5816,-1.2333748675,-1.4702291926,1.4074351624,1,2,-697.8159896091,0.9701629877,1.7840292454,1.0006978512,0.7633495927,0.7099080086,0.5201525688,0.309373498,0.2775530219
5817,-2.0962086985,-1.9233273818,-1.7735549057,2,3,-743.5323612889,0.658531487,0.7515602708,1.8953402042,1.6400920153,1.1704665422,0.568620801,0.311611414,0.3125052154
5818,1.0022565604,4.6297113105,1.6659288223,3,4,-59.5865972653,16.2523498535,19.244764328,28.973651886,10,10,0.7989796996,0.3764865398,0.2763120234
5819,1.5614732998,-2.4746331003,-2.9695918832,4,5,-401.3139636578,2.401799202,0.5205540061,0.378521651,0.347489506,0.3707903326,0.4690663218,0.8156026006,1.5724092722
5820,4.6464571524,-4.5605990587,0.6406086324,1,2,-591.8418156126,10,10,2.0077674389,1.4349937439,1.4442305565,1.9875295162,3.6860737801,9.8656368256
5821,0.6349380836,1.7650730837,-0.486257204,2,3,-510.599024253,0.6826874614,0.4119595885,0.3273700774,0.3094749749,1.5345301628,1.3417305946,1.0930874348,0.9089956284
5822,4.2772641896,3.752979551,-0.3261627755,3,4,-538.9659866591,10,10,10,10,10,10,10,26.90766716
5823,0.6115017335,-2.7502556112,-1.0746761082,4,5,-818.2382127332,0.2738956213,0.3322421312,0.8550969362,3.2447035313,0.8313968778,0.6463957429,0.6488385201,0.2573422194
5824,-0.4376797988,-4.6913967605,0.2548285059,1,2,-148.2631187774,2.7306671143,0.6669605374,0.5707475543,0.593457818,0.7118707895,1.1287122965,10,1.3114305735
5825,4.5785749827,-4.4052125724,0.956231087,2,3,-488.6138912777,10,1.9463291168,1.304166913,1.256090641,1.5296928883,3.3101761341,10,10
5826,3.0876911691,-0.2673239502,-0.678346973,3,4,-681.0097236276,0.5117779374,0.5041335821,0.5617985129,0.7061347365,1.1596003771,2.5438244343,1.2274682522,0.5660895109
5827,3.8999080263,4.3423621228,3.020957069,4,5,978.3767230135,1.0410004854,0.6290335655,0.5907272696,0.6239860058,0.8093980551,10,10,10
5828,2.18743707,4.0798438818,-2.3849556245,5,6,1350.4168684881,0.6656324863,0.5455526114,0.5598445535,0.7224733233,3.4032099247,1.8896920681,0.8762956262,0.5466601253
5829,3.7760747671,-3.9204800775,-1.2374312787,1,2,-384.0932565286,10,10,10,10,10,10,0.6031460762,0.4474737942
5830,4.6167797542,-3.9222521293,2.2956829542,2,3,-457.3608982263,0.9261309505,1.136375308,3.3651022911,4.4853124619,3.4288611412,3.1580650806,3.4139182568,4.445330143
5831,4.4128314697,4.1863545738,-3.0449934634,3,4,695.5384674729,0.9399444461,0.8001374006,0.8323065042,1.0700129271,15.6425085068,9.9937601089,8.2620897293,8.0916538239
5832,3.5205692091,4.4120575062,2.7126038162,4,5,1076.9303561424,10,0.7399962544,0.4714288712,0.4387243092,0.4480061233,0.5984709859,15.0940999985,11.4016494751
5833,3.4417446157,-4.5261118347,-0.0168384303,1,2,-115.6510022669,10,10,10,1.0227919817,0.8105180264,0.8076431751,1.0602728128,2.1739597321
5834,4.3696444723,-3.8822020891,1.9463141373,2,3,-658.1240552967,0.7269697785,0.7277688384,0.9777328968,3.2284405231,10,10,17.214723587,12.9001312256
5835,-1.6433064623,0.5855921184,2.4004722355,3,4,-445.5265543336,1.0249940157,10,1.3427951336,0.4407655895,0.3895953,0.4542034566,0.69911623,2.4087591171
5836,-1.8008404984,-1.8846109933,0.0760743791,4,5,-670.0950492023,0.5507065058,0.4098159373,0.3630492091,10,10,10,10,10
5837,-2.3751932969,1.5326142338,1.6591700591,1,2,-912.4680163829,1.1251637936,10,10,10,10,10,0.4665665925,0.3398914635
5838,3.6528712431,2.8717705624,-2.6091680815,2,3,-667.9018147042,0.3113130629,0.3469193578,0.5038648844,3.493260622,1.6850426197,1.0259965658,0.7452604175,0.2567192316
5839,3.5823944399,4.3825352782,-0.2332605582,3,4,-497.8416876285,15.8758201599,15.6990842819,18.2748126984,26.7338275909,10,10,10,10
5840,-2.4508190701,-4.2434476597,3.0979456593,4,5,-688.9268061972,0.5004227757,0.4235982001,0.4306274652,0.4695697129,0.6713451743,0.8393301368,1.1244274378,2.7962231636
5841,1.4307070019,-0.3976339212,-1.4776644602,5,6,-811.3779496347,0.7322717309,0.5143156648,0.6121356487,0.7062473297,0.9764848948,1.208640933,1.3481020927,1.6933954954
5842,2.6480494415,-1.4699488716,0.532998577,1,2,-418.1974887175,0.9090362191,1.759834528,3.5455737114,0.7221717238,0.5819798708,0.6043103933,0.8721546531,2.3925311565
5843,-0.9421649487,-0.016777601,-1.4953634297,2,3,-323.3656614921,0.9220760465,2.4562501907,1.5950717926,0.7117772698,0.4881187677,0.4684798121,0.4752404392,0.590798974
5844,1.5581339413,2.5654006974,1.2346870318,3,4,-512.1302050837,0.5958049297,0.6459540129,0.8366049528,1.1326364279,1.4629312754,1.7256348133,0.4308703244,0.3255348206
5845,4.8548197124,4.1307833316,0.5207940499,4,5,-872.9414648949,10,10,10,10,10,12.0750770569,1.9814800024,0.2530519068
5846,4.4576996796,-1.0326078738,1.1661893843,1,2,-176.669087558,1.6165015697,4.8966164589,1.0434536934,0.6836289167,0.578510344,0.5840685368,0.6813876033,3.3778030872
5847,-1.1023264776,-2.6064170837,1.6675777476,2,3,-416.9045936613,0.815168798,1.0784022808,2.0881173611,1.3744578362,0.4761605859,10,10,1.0385004282
5848,4.6414087953,4.4065612436,0.7675767957,3,4,-634.5170341172,10.7289047241,11.1245183945,13.725564003,22.3692531586,10,10,1.5144584179,0.2562819123
5849,-0.5304275777,3.8681158749,1.5167015755,4,5,133.2845552071,0.5337888598,0.6075569987,0.8788750768,1.9097839594,2.4272596836,0.7322466969,0.4643987119,0.3846076429
5850,4.856261128,4.7530738204,-2.8177207397,1,2,1066.6006845726,1.6399954557,1.5096404552,1.7868071795,10,10,10,10,10
5851,1.2100184931,3.7318150828,-0.6514363486,2,3,-444.5149367459,0.5339528322,3.4504055977,2.0617771149,1.1547878981,0.7344685793,0.5824393034,0.5488800406,0.6084834933
5852,4.3657140105,-1.4346250098,0.8714367207,3,4,-250.7286534039,0.8725554943,3.3295733929,1.7168226242,0.7595146894,0.5436012745,0.4783570468,0.5077781677,0.2585009336
5853,-1.9365189409,3.9098212699,-3.0021351219,4,5,2000,1.0586241484,1.2827721834,1.4489386082,0.4102270007,0.4366167784,0.5411142707,0.9319831133,5.7680416107
5854,1.9381722593,0.6308046644,1.7859472391,5,6,-717.3851003811,0.4306942523,0.8960264325,2.6031281948,1.3557578325,0.7883307338,0.6625315547,1.7442775965,1.7634118795
5855,2.2177082436,-4.6951075422,0.6223988316,1,2,-11.3110362825,1.2103494406,0.833257854,0.7692985535,0.8501236439,1.1277810335,1.0597387552,1.2516733408,5.2530326843
5856,-0.6259623145,4.8759516613,0.1327790955,2,3,-105.4830608089,10,10,10,10,10,10,10,10
5857,0.8756319361,2.802155742,-0.237319662,3,4,-125.9472466432,10,0.8145598173,0.5243732333,0.4354217947,0.4123532176,0.4085992277,0.4873504341,0.252202183
5858,1.7119261928,3.9411877031,1.0891714881,4,5,-497.7991742906,0.4729765058,0.4699532092,0.5267518163,0.7446423173,1.6650813818,4.6970305443,0.2975471914,0.252879709
5859,-2.1595910746,-1.9236938183,-0.4562838538,1,2,-525.3840724051,1.450995326,0.8565452695,0.3550555706,0.3016678095,0.4043071866,0.2269611061,0.2265020907,1.0132497549
5860,3.3711946647,3.3820397608,-3.1111825873,2,3,1155.8557280351,0.6805650592,0.5163263679,0.4699704945,0.5471386909,0.9680203795,2.4489657879,1.2779616117,0.7427997589
5861,3.0018844398,-4.9659280907,-1.0922820443,3,4,-949.6698784687,10,10,10,10,10,1.786949873,1.2026703358,1.1133179665
5862,-2.4194430198,3.6104157453,-1.0324391966,4,5,2000,10,0.4120066762,2.2170982361,2.3533844948,1.1745524406,0.9511298537,0.6734776497,0.2612787485
5863,0.5789407199,-1.4487539256,0.0884212391,1,2,-87.8599455088,0.7761648297,0.4672317803,0.4242144227,0.4677245915,0.7867689729,3.2775559425,1.8114006519,0.7971329093
5864,1.6686140906,1.7943332506,2.6293342023,2,3,-962.4536670263,0.6921229959,0.4086574614,0.3416859806,0.347099334,0.3646692932,0.5218670368,1.1417369843,1.2492374182
5865,4.8624541388,3.6774561567,2.1291926713,3,4,467.2509710498,10,10,1.0943161249,0.8318790197,0.8029478788,0.8946613073,1.6979269981,4.5801224709
5866,4.392241213,-1.6492316611,2.059264893,4,5,-188.6793596411,0.7898874283,0.5729497671,0.5399242043,0.6185857058,1.2587441206,2.1263911724,1.182810545,0.6487681866
5867,-0.215327752,-3.243221564,-2.1114759114,5,6,-875.9095820813,0.6993129849,0.6573783755,0.7368816733,0.6349845529,0.5736815929,0.694611609,4.4252734184,1.495152235
5868,4.0407597992,-4.759398229,1.9979741599,1,2,-288.074053236,1.2612742186,1.6101191044,2.8051688671,25.8283805847,13.7471046448,10.4425468445,9.6054096222,10.3546667099
5869,-1.620432032,2.3884818296,-3.03177432,2,3,-860.7096809154,0.5909016728,0.5272598267,0.5133520961,0.687091291,1.0617421865,4.1708340645,1.3012461662,0.5941865444
5870,-2.4949784525,-0.1743526108,2.2197238122,3,4,-440.5984751795,0.6196009517,0.4871863723,0.4578798115,0.5096684694,0.6851283312,1.3722798824,2.3043394089,1.0262339115
5871,-1.7556212388,2.5609356966,-1.5326821675,4,5,-323.3254240218,1.0684998035,10,1.5158876181,0.61886096,0.392698437,0.3377246559,0.3622938097,0.4380115867
5872,-2.2783993295,2.8190661143,-0.9609554028,1,2,-243.6684328086,5.3637151718,1.2596046925,0.726305902,0.5686055422,0.5440407991,0.2995185852,0.3031577468,0.2530123889
5873,-0.2259516166,-2.6627875805,1.8639756342,2,3,-478.7638313868,2.9733562469,0.5567643642,0.3785305917,0.3365552425,0.3999341726,0.7280879021,10,10
5874,-1.2891033914,-2.5365732462,1.9262676271,3,4,-323.1938704398,0.9022344351,2.0668416023,1.4279252291,0.6873894334,0.3177157938,10,1.2418968678,1.0710685253
5875,1.1197430386,-0.2875598698,-1.992292793,4,5,-770.1995822784,0.5648548007,0.594868958,0.6911914945,0.8309832215,1.0294715166,1.2174757719,1.3640208244,0.3725828528
5876,4.4718632866,3.6084951381,2.1071692659,1,2,424.7206998885,10,10,0.6199452281,0.438716054,0.4447476268,0.4706054032,0.6604296565,4.9983716011
5877,4.2783657078,4.2233550276,-0.0858702695,2,3,-614.6544640364,10,10,10,10,7.0764813423,4.0839080811,3.208132267,3.0333743095
5878,0.5345690861,-1.6772483136,-1.985924656,3,4,-933.5304148399,0.2780629098,0.3285573721,0.426030159,0.7183437943,1.4369796515,2.4647233486,0.8642852902,0.6258738637
5879,1.4292332848,2.8694437766,-0.4900833842,4,5,-206.432443802,1.961831212,1.1554467678,0.6880726814,0.4671362638,0.3825557232,0.3689028621,0.419185698,0.5732977986
5880,-0.8840841687,0.1689288639,0.298747097,5,6,-773.091875601,0.3289292753,0.3320252001,0.3916676342,0.562530756,1.236949563,1.7720633745,2.0234973431,0.6831346154
5881,-1.5689962292,-4.5703704228,-0.0237494199,1,2,-18.5908031674,2.8306229115,1.0498714447,0.6861755252,0.5779706836,0.5719848871,0.6630471945,1.6815875769,1.3953158855
5882,3.2649422306,-4.9177955191,-0.2157233911,2,3,-256.4060503633,10,10,10,1.6418863535,1.1966121197,1.1400995255,1.4302005768,0.2537302673
5883,-2.6270311738,-0.9518768271,1.9810071273,3,4,-267.8167774795,0.546215415,0.3859303594,0.3328876793,0.3518806398,0.4083809555,0.6677586436,1.1257607937,1.6874774694
5884,0.8871344179,-2.6781123488,-3.1232317535,4,5,-457.4956391573,1.4885001183,2.1990458965,0.5833064318,0.3408824205,0.2992966771,0.3097784817,0.4306882918,1.4399392605
5885,1.6760107481,-4.6578832804,0.6684198061,1,2,-29.7404747072,0.9561020732,0.7629292607,0.7292944193,0.7584202886,0.5370733738,0.5424762368,0.7221190929,10
5886,0.3422907878,-1.173289273,1.8744293445,2,3,-409.700944276,1.2071987391,10,1.1136114597,0.6733420491,0.5714707971,0.5430961251,0.2998483479,0.2604507506
5887,-2.0717237799,-3.4580426912,-2.9867805354,3,4,-416.1639100606,1.0942486525,1.1862124205,10,0.3280520141,0.2998253703,0.3895522356,0.650464654,1.0577251911
5888,4.0681549253,-2.6385744612,-1.2281164894,4,5,-761.0482150216,0.3860847652,0.339268744,0.3908935487,0.4350689948,0.6494342685,1.1154237986,2.4669725895,1.7399663925
5889,3.0586273963,1.4321994955,-0.7988798399,1,2,-397.1797543268,0.6851207614,0.5738990307,0.5411105156,0.5644065142,0.6926780939,0.919860661,1.3996332884,2.0945959091
5890,1.3426102058,-4.6048628791,-1.6594847669,2,3,-715.4189071924,10,10,10,22.9166431427,17.3361301422,15.8948125839,1.0699831247,0.7886916399
5891,4.1593245913,4.51363989,2.6077789494,3,4,1054.4968907262,10,1.8018066883,1.015881896,0.8505877852,0.9360131025,1.3122285604,10,10
5892,2.8998735999,4.3707317805,-0.7482044777,4,5,-729.890154723,0.311183244,0.2935662866,0.3238675594,0.4778536558,19.6279811859,10,10,10
5893,4.6028105271,-4.5693816025,-1.6589521375,5,6,-676.0483253921,24.168680191,10.4765987396,7.4070115089,6.4949178696,6.6853919029,8.1728210449,13.0803489685,10
5894,0.7704886658,-3.7354457665,-2.7236610327,1,2,-599.8886952827,2.0267870426,1.3870689869,1.1248449087,5.3259797096,0.7005044222,0.5758098364,0.5098884106,3.5064127445
5895,1.7390496945,4.9938850957,0.1216656484,2,3,-187.9357219619,10,10,10,10,10,11.1084709167,6.6430597305,7.1895480156
5896,2.0628582091,-4.8421239193,-2.5597348191,3,4,-739.6361495654,10,10,10,27.2637443542,17.8072032928,14.9023218155,14.7306060791,5.6793308258
5897,1.0020857105,-1.5862139675,-1.09399577,4,5,-411.3509852694,0.6916477084,0.9959084988,1.5936869383,2.4396016598,0.5556730628,0.3999976814,0.3841900527,0.4740954638
5898,2.1685434063,-1.7697122874,-2.4316093273,1,2,-515.9124928108,0.7820230126,0.4551136196,0.3436174393,0.2908239067,0.2833510041,0.3246256411,0.4334079921,0.2527500391
5899,1.9115179309,1.6658406536,0.3318062257,2,3,-952.5174187225,0.4856873751,0.4759895504,0.4861518443,0.5418553352,0.6589551568,0.9380530119,0.7860846519,0.5157620311
5900,-0.3505381763,3.8894969304,2.9245798494,3,4,1832.6922798381,10,1.1026781797,0.5754357576,0.4362281561,0.4045975208,0.426633954,0.5446025133,0.9914126396
5901,-0.5094675263,2.4661387139,2.3967463986,4,5,-900.282570266,1.4116427898,0.5925723314,0.4136228859,0.3615691066,0.3736280501,0.436103493,0.6731930375,0.5486349463
5902,2.0001940032,-3.2900618718,-0.1842907462,1,2,-100.4023018008,1.8956797123,2.8735837936,0.5063058734,0.3940238357,0.3609743416,0.3830913007,0.51079458,0.9097650051
5903,1.3990194863,-4.8700198711,1.3786289022,2,3,-146.4952106797,0.9315202236,0.5938441753,0.4403418899,0.4723634422,0.7474147081,11.3534469604,12.6382131577,0.2557764649
5904,3.2631150546,-3.237029538,-3.0143188003,3,4,-299.1240971016,2.0497126579,0.9255771041,0.5703322291,0.3954533041,0.3692609966,0.3933651745,0.4117866457,0.6361339688
5905,2.0901304296,-4.2650994735,1.0570659356,4,5,-473.9144260894,0.3607215583,0.3449074924,0.3863381445,0.5284174681,1.8211531639,4.777484417,25.2264251709,10
5906,3.2903745244,4.4863862477,-0.2118170081,5,6,-428.0583288244,17.2867126465,25.5741653442,10,10,10,10,10,10
5907,1.3681041469,1.0455735966,-0.8939716046,1,2,-488.6122585127,1.2514572144,0.6909321547,0.4160476923,0.3243381679,0.3129383028,0.3567712605,0.4808458388,0.9510655999
5908,-1.0637214494,-0.0186084313,1.0723598498,2,3,-601.7587316567,0.6230249405,0.8334135413,1.4565528631,1.7741117477,0.738789618,0.4679487348,0.3944988251,0.2529958785
5909,3.8067890882,4.6395831777,1.4830699885,3,4,-433.4703625671,15.9670352936,17.8713645935,24.5479049683,10,1.6701059341,0.9101185799,0.7509891987,0.7915044427
5910,1.4541018869,0.5746946526,0.6543143611,4,5,-723.2996607619,0.601788044,0.6295543909,0.8946943879,2.6323149204,2.0280103683,0.6786401272,0.3987216353,0.3298653066
5911,-0.079971552,-4.3985700181,2.2731984464,1,2,-552.2994136473,0.6340696812,1.4251197577,2.6132469177,1.0415422916,0.6561155319,0.5272072554,0.5117073655,0.5769605637
5912,2.9235563519,2.0480084211,2.7462927424,2,3,-393.5865604965,0.7920532823,0.476837039,0.4351106584,0.4879049063,0.9997235537,2.8025455475,1.2703273296,0.7891127467
5913,-1.0387608724,-1.2446484013,-0.3583564502,3,4,-248.3810630374,0.6680365205,0.4440434873,0.3999778926,0.3914609551,0.4780397117,0.7204720974,1.5741560459,1.0697146654
5914,-0.6593204097,3.8964430503,1.295954476,4,5,-253.2898828798,0.4982285202,0.5208569765,0.6524893641,1.0830702782,13.6149072647,1.3262944221,0.640217483,0.4661872387
5915,3.9648054353,2.7405087801,1.1746482995,1,2,-204.9365796642,0.5509192944,0.8525807261,1.5793346167,2.9636216164,0.8015505075,0.5415999889,0.4969365597,0.5505326986
5916,3.1976339762,3.5846165296,-2.8284764148,2,3,1076.8321901306,0.6431479454,0.5577675104,0.5785783529,0.8071038723,3.2769508362,1.708727479,0.7967639565,0.5533959866
5917,0.0777429127,4.8128348146,0.5707226814,3,4,-337.5745313857,10,10,10,10,10,10,11.6441326141,0.9897057414
5918,-0.9250398553,-1.6146873968,1.1121144083,4,5,-710.9769872623,0.6209827065,0.9014938474,1.9466794729,1.3274564743,1.0701516867,0.6007487774,0.3179973662,0.2677283585
5919,4.6172602973,4.8785004167,-2.9500940652,5,6,1163.6114933235,10,10,10,2.3125429153,9.6455793381,3.2009251118,0.3039179146,0.2613661289
5920,-0.5150635637,-0.6677843384,0.6488522853,1,2,-518.107202297,0.6017977595,0.6667531729,0.885854423,1.8761556149,2.6804225445,0.6543368697,0.3893323243,0.2974910438
5921,0.2754853619,-4.1035841153,-2.5062451476,2,3,-451.5565630169,10,1.3922913074,0.8298121691,0.6578380466,0.6193761826,10,0.6489253044,9.4918737411
5922,1.2434985952,3.7501916375,1.6078296678,3,4,490.9273732285,0.660779953,0.7872270942,1.1967028379,3.5339994431,1.1959697008,0.4539941251,0.3043136597,0.2664445639
5923,0.4753635794,4.0448894611,-0.1175809496,4,5,-21.3248611508,2.3879480362,0.7960076928,0.4575769603,0.3565539122,0.3503869474,0.3727485836,0.5075204968,1.00748384
5924,3.3699626436,-0.5377016347,0.397831695,1,2,-862.9751163154,0.3334797025,0.355805248,0.4352492392,0.6240149736,1.2746189833,3.0990402699,1.1141291857,0.6525575519
5925,4.5637778689,4.2878707168,-0.7104331177,2,3,-544.7429302161,11.0873298645,21.186126709,10,10,10,10,10,10
5926,-0.1411739902,-3.4315326016,3.140373251,3,4,-723.7474725063,0.7854596376,0.864310205,0.5727843642,0.4904806316,0.4849046469,0.563980341,0.4737381339,0.4588303864
5927,0.2289461117,0.5475528596,-3.0712022185,4,5,-584.4505852379,0.5920783877,0.5130616426,0.5276539326,0.6274226904,0.9866344333,1.7824690342,2.1841902733,0.6444383264
5928,4.1656733304,-1.4877038503,-0.3938170332,1,2,-505.4086528722,0.602078557,0.6153980494,0.7300541401,1.1070332527,3.2284598351,1.4160455465,0.5268215537,0.3574056625
5929,3.8210267448,2.6667571286,2.38475378,2,3,688.9862782183,3.2398290634,0.5003641844,0.3667002618,0.3347921073,0.3712869883,0.5595504642,4.3415622711,1.6730828285
5930,-0.6013913245,-1.8629127023,-1.375279839,3,4,-233.0499862614,2.1515903473,1.718256712,2.0229065418,0.9127880335,0.5403401256,0.4696313143,0.5054757595,0.6166123152
5931,-0.9403788451,1.634962365,2.4145509472,4,5,-792.9631379936,1.4106024504,0.7077531815,0.5152910352,0.4673811197,0.4658587575,0.5906017423,1.035271883,3.3806807995
5932,3.7540446851,-4.5386006443,-2.0716972495,5,6,-577.60950349,10,10,10,10,10,10,18.6243209839,13.7197284698
5933,0.7975375516,-0.5710606023,2.7188291216,1,2,-719.1513152432,0.2939934134,0.2162626386,0.2654776275,0.3805908263,0.4325079024,0.6619443893,0.3091725707,1.4060668945
5934,-1.0700687378,-2.8942631585,1.6877582058,2,3,-314.0949746123,1.1628545523,2.8972263336,1.9725441933,0.6297630668,1.9583330154,16.5945510864,0.9399586916,0.6870145202
5935,-0.1316248345,-2.0434386395,2.1786002176,3,4,-734.532802019,2.5256576538,1.9501663446,0.6561831832,0.5779109001,0.6458428502,1.9988083839,1.8615818024,1.3597941399
5936,0.7843088893,4.7570509649,-0.3507960722,4,5,-197.2333821051,0.9478167295,10,10,10,10,25.2473258972,23.9050636292,26.5367240906
5937,-0.8856146749,4.1000999037,2.7483812556,1,2,1772.4374298985,1.6505202055,2.2368135452,0.9260808825,0.6543803215,0.5805946589,0.6022946835,0.7432225943,1.205283165
5938,4.1247428131,1.2161423507,-2.9366052094,2,3,-911.883059,0.2978318334,0.3514408469,0.5136122704,1.4868103266,2.9771282673,1.0951805115,0.735880971,0.6215655208
5939,1.0325672779,-0.6177720666,1.9980721738,3,4,-252.1793547824,10,10,10,0.5801030993,0.4198086262,0.3397328556,0.3055052459,0.3083325326
5940,3.3696099446,-4.347770103,-0.9466707088,4,5,-220.5756710633,4.9043016434,5.7636609077,8.6026964188,24.1933441162,10,0.864723444,0.6635736227,0.6025189161
5941,2.8539175414,-2.4697560504,-1.7846873325,1,2,-838.8483445101,0.3321936429,0.3289033175,0.4074847102,0.532653451,0.783116281,1.2918701172,2.148421526,0.7044528723
5942,4.0980971818,0.579187494,2.9342127193,2,3,-931.3534695291,0.307621628,0.3537714481,0.4938651919,1.1451961994,1.4816619158,1.2175529003,0.7646176219,0.6163809896
5943,4.4734478993,1.6736662003,0.1198854155,3,4,-901.2296830327,0.2825726867,0.3267177641,0.4460003674,0.7931243777,1.8523989916,3.5141704082,0.7958234549,0.6344100833
5944,1.7046589512,-3.2750380683,-1.7200634243,4,5,-510.9738820751,0.5379503369,0.6029214859,0.8089551926,1.3729400635,2.2696509361,0.8456267715,0.477707535,0.3742028773
